cities,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day30,day31,day32,day33,day34,day35,day36,day37,day38,day39,day40,day41,day42,day43,day44,day45,day46,day47,day48,day49,day50,day51,day52,day53,day54,day55,day56,day57,day58,day59,day60,day61,day62,day63,day64,day65,day66,day67,day68,day69,day70,day71,day72,day73,day74,day75,day76,day77,day78,day79,day80,day81,day82,day83,day84,day85,day86,day87,day88,day89,day90,day91,day92,day93,day94,day95,day96,day97,day98,day99,day100,day101,day102,day103,day104,day105,day106,day107,day108,day109,day110,day111,day112,day113,day114,day115,day116,day117,day118,day119,day120,day121,day122,day123,day124,Scenario
Dongguan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.758433268015809e-12,1.623402707685854e-11,3.9125130141930704e-11,7.888120816943972e-11,1.3974887768333088e-10,2.2701008474011235e-10,3.486250524430074e-10,5.153519995087816e-10,7.414442871812078e-10,1.0449492103780598e-9,1.4490371165171626e-9,1.9837045490760193e-9,2.689298956335945e-9,3.617262189833517e-9,4.835787686046478e-9,6.4343515007592065e-9,8.531344364187003e-9,1.1283330768082578e-8,1.4893783146156633e-8,1.9640173101105017e-8,2.588474885295113e-8,3.412177767214148e-8,4.503588170431284e-8,5.956238281565927e-8,7.901294952092077e-8,1.1129406648981854e-7,1.6113575401105156e-7,2.2964438606897237e-7,3.275142364769849e-7,4.5491174955433487e-7,6.339395362036777e-7,8.912172624425324e-7,1.2429454349102774e-6,1.6570729601133173e-6,2.163808283962543e-6,2.756656823576457e-6,3.5014930132153685e-6,4.35724932326017e-6,5.389988411554674e-6,6.6646077649956045e-6,8.217390940733866e-6,1.0117565849009978e-5,1.2417584274078793e-5,1.5160255830591788e-5,1.87444686479202e-5,2.2804392893982618e-5,2.7133560924755004e-5,3.102726628295645e-5,3.424204711426384e-5,3.703606828256712e-5,3.970442804563181e-5,4.215876525465685e-5,4.4332067847450404e-5,4.613590900114092e-5,4.7535883648041916e-5,4.851609366287321e-5,4.909510263067017e-5,4.9304165666047396e-5,4.917776654660426e-5,4.878487112206881e-5,4.8133670522729776e-5,4.7276229030548656e-5,4.6239454544917265e-5,4.5037111289118684e-5,4.3693715123020144e-5,4.222381888438383e-5,4.0634929652499036e-5,3.893962773660171e-5,3.716170406499362e-5,3.529666021678166e-5,3.337036671121451e-5,3.1386361088068457e-5,2.9371065599440014e-5,2.7351129020594507e-5,2.532862107325918e-5,2.3320804751874467e-5,2.1357499870007622e-5,1.9453144867341513e-5,1.7623199340468808e-5,1.5885095746263258e-5,1.4234568032172036e-5,1.268703507118434e-5,1.1246891208402881e-5,9.924255325275654e-6,8.707666885837266e-6,7.603596443634562e-6,6.600525114285107e-6,Scenario 5
Dongguan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.758433268015809e-12,1.623402707685854e-11,3.9125130141930704e-11,7.888120816943972e-11,1.3974887768333088e-10,2.2701008474011235e-10,3.486250524430074e-10,5.153519995087816e-10,7.414442871812078e-10,1.0449492103780598e-9,1.4490371165171626e-9,1.9837045490760193e-9,2.689298956335945e-9,3.617262189833517e-9,4.835787686046478e-9,6.4343515007592065e-9,8.531344364187003e-9,1.1283330768082578e-8,1.4893783146156633e-8,1.9640173101105017e-8,2.588474885295113e-8,3.412177767214148e-8,4.503588170431284e-8,5.956238281565927e-8,7.901294952092077e-8,1.1129406648981854e-7,1.6113575401105156e-7,2.2964438606897237e-7,3.275142364769849e-7,4.5491174955433487e-7,6.339395362036777e-7,8.912172624425324e-7,1.2429454349102774e-6,1.6570729601133173e-6,2.163808283962543e-6,2.756656823576457e-6,3.5014930132153685e-6,4.35724932326017e-6,5.389988411554674e-6,6.6646077649956045e-6,8.217390940733866e-6,1.0117565849009978e-5,1.2417584274078793e-5,1.5160255830591788e-5,1.87444686479202e-5,2.2804392893982618e-5,2.7133560924755004e-5,3.102726628295645e-5,3.424204711426384e-5,3.703606828256712e-5,3.970442804563181e-5,4.215876525465685e-5,4.4332067847450404e-5,4.613590900114092e-5,4.7535883648041916e-5,4.851609366287321e-5,4.909510263067017e-5,4.9304165666047396e-5,4.917776654660426e-5,4.878487112206881e-5,4.8133670522729776e-5,4.7276229030548656e-5,4.6239454544917265e-5,4.5037111289118684e-5,4.3693715123020144e-5,4.222381888438383e-5,4.0634929652499036e-5,3.893962773660171e-5,3.716170406499362e-5,3.529666021678166e-5,3.337036671121451e-5,3.1386361088068457e-5,2.9371065599440014e-5,2.7351129020594507e-5,2.532862107325918e-5,2.3320804751874467e-5,2.1357499870007622e-5,1.9453144867341513e-5,1.7623199340468808e-5,1.5885095746263258e-5,1.4234568032172036e-5,1.268703507118434e-5,1.1246891208402881e-5,9.924255325275654e-6,8.707666885837266e-6,7.603596443634562e-6,6.600525114285107e-6,Scenario 5
Shenzhen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6750401577356995e-12,1.2537887592169889e-11,3.021717787127599e-11,6.092165033855365e-11,1.0793105809360045e-10,1.7532476145846524e-10,2.692506116104495e-10,3.980174118011543e-10,5.726333388827523e-10,8.070367061246808e-10,1.1191224702139554e-9,1.5320576055860616e-9,2.077003312649685e-9,2.793689237600754e-9,3.734782635275901e-9,4.9693877842564055e-9,6.5889403868708854e-9,8.714358560923819e-9,1.1502788434722864e-8,1.5168527283254028e-8,1.999134718288592e-8,2.63529813565587e-8,3.478217818349245e-8,4.600130681863064e-8,6.102339701227114e-8,8.595479659596884e-8,1.2444860177361815e-7,1.7735928892283253e-7,2.529462752737015e-7,3.513381093468834e-7,4.896051119986243e-7,6.88306222713787e-7,9.599534405311233e-7,1.2797930179346113e-6,1.671155586157754e-6,2.1290252394280206e-6,2.704278217389662e-6,3.3651971853595035e-6,4.162803752095756e-6,5.147219639822559e-6,6.346467418592822e-6,7.814013289536253e-6,9.59036689156639e-6,1.1708591009032619e-5,1.4476755506807638e-5,1.7612322152647305e-5,2.095583155302359e-5,2.3963023783702452e-5,2.6445868028421692e-5,2.8603750553347758e-5,3.066458207755193e-5,3.256011938904881e-5,3.423860763372222e-5,3.5631752878092373e-5,3.6712983349843505e-5,3.747002058555151e-5,3.791720164042637e-5,3.807866551040932e-5,3.798104475717143e-5,3.767760318688321e-5,3.7174666985298007e-5,3.651244651499006e-5,3.571172332426642e-5,3.478312781823235e-5,3.374559412172241e-5,3.2610361703732525e-5,3.1383228442745285e-5,3.007391038163335e-5,2.8700781765021868e-5,2.7260368365891667e-5,2.5772650541596805e-5,2.4240360410043584e-5,2.2683904443707963e-5,2.1123864063771746e-5,1.9561837760753677e-5,1.8011158115828692e-5,1.64948556111289e-5,1.5024081363557888e-5,1.3610775151420909e-5,1.226840043536785e-5,1.0993662451436791e-5,9.798469526219852e-6,8.686215506769161e-6,7.66471542243959e-6,6.7251180552924374e-6,5.872420752729263e-6,5.097727233076371e-6,Scenario 5
Shenzhen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6750401577356995e-12,1.2537887592169889e-11,3.021717787127599e-11,6.092165033855365e-11,1.0793105809360045e-10,1.7532476145846524e-10,2.692506116104495e-10,3.980174118011543e-10,5.726333388827523e-10,8.070367061246808e-10,1.1191224702139554e-9,1.5320576055860616e-9,2.077003312649685e-9,2.793689237600754e-9,3.734782635275901e-9,4.9693877842564055e-9,6.5889403868708854e-9,8.714358560923819e-9,1.1502788434722864e-8,1.5168527283254028e-8,1.999134718288592e-8,2.63529813565587e-8,3.478217818349245e-8,4.600130681863064e-8,6.102339701227114e-8,8.595479659596884e-8,1.2444860177361815e-7,1.7735928892283253e-7,2.529462752737015e-7,3.513381093468834e-7,4.896051119986243e-7,6.88306222713787e-7,9.599534405311233e-7,1.2797930179346113e-6,1.671155586157754e-6,2.1290252394280206e-6,2.704278217389662e-6,3.3651971853595035e-6,4.162803752095756e-6,5.147219639822559e-6,6.346467418592822e-6,7.814013289536253e-6,9.59036689156639e-6,1.1708591009032619e-5,1.4476755506807638e-5,1.7612322152647305e-5,2.095583155302359e-5,2.3963023783702452e-5,2.6445868028421692e-5,2.8603750553347758e-5,3.066458207755193e-5,3.256011938904881e-5,3.423860763372222e-5,3.5631752878092373e-5,3.6712983349843505e-5,3.747002058555151e-5,3.791720164042637e-5,3.807866551040932e-5,3.798104475717143e-5,3.767760318688321e-5,3.7174666985298007e-5,3.651244651499006e-5,3.571172332426642e-5,3.478312781823235e-5,3.374559412172241e-5,3.2610361703732525e-5,3.1383228442745285e-5,3.007391038163335e-5,2.8700781765021868e-5,2.7260368365891667e-5,2.5772650541596805e-5,2.4240360410043584e-5,2.2683904443707963e-5,2.1123864063771746e-5,1.9561837760753677e-5,1.8011158115828692e-5,1.64948556111289e-5,1.5024081363557888e-5,1.3610775151420909e-5,1.226840043536785e-5,1.0993662451436791e-5,9.798469526219852e-6,8.686215506769161e-6,7.66471542243959e-6,6.7251180552924374e-6,5.872420752729263e-6,5.097727233076371e-6,Scenario 5
Shenzhen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6750401577356995e-12,1.2537887592169889e-11,3.021717787127599e-11,6.092165033855365e-11,1.0793105809360045e-10,1.7532476145846524e-10,2.692506116104495e-10,3.980174118011543e-10,5.726333388827523e-10,8.070367061246808e-10,1.1191224702139554e-9,1.5320576055860616e-9,2.077003312649685e-9,2.793689237600754e-9,3.734782635275901e-9,4.9693877842564055e-9,6.5889403868708854e-9,8.714358560923819e-9,1.1502788434722864e-8,1.5168527283254028e-8,1.999134718288592e-8,2.63529813565587e-8,3.478217818349245e-8,4.600130681863064e-8,6.102339701227114e-8,8.595479659596884e-8,1.2444860177361815e-7,1.7735928892283253e-7,2.529462752737015e-7,3.513381093468834e-7,4.896051119986243e-7,6.88306222713787e-7,9.599534405311233e-7,1.2797930179346113e-6,1.671155586157754e-6,2.1290252394280206e-6,2.704278217389662e-6,3.3651971853595035e-6,4.162803752095756e-6,5.147219639822559e-6,6.346467418592822e-6,7.814013289536253e-6,9.59036689156639e-6,1.1708591009032619e-5,1.4476755506807638e-5,1.7612322152647305e-5,2.095583155302359e-5,2.3963023783702452e-5,2.6445868028421692e-5,2.8603750553347758e-5,3.066458207755193e-5,3.256011938904881e-5,3.423860763372222e-5,3.5631752878092373e-5,3.6712983349843505e-5,3.747002058555151e-5,3.791720164042637e-5,3.807866551040932e-5,3.798104475717143e-5,3.767760318688321e-5,3.7174666985298007e-5,3.651244651499006e-5,3.571172332426642e-5,3.478312781823235e-5,3.374559412172241e-5,3.2610361703732525e-5,3.1383228442745285e-5,3.007391038163335e-5,2.8700781765021868e-5,2.7260368365891667e-5,2.5772650541596805e-5,2.4240360410043584e-5,2.2683904443707963e-5,2.1123864063771746e-5,1.9561837760753677e-5,1.8011158115828692e-5,1.64948556111289e-5,1.5024081363557888e-5,1.3610775151420909e-5,1.226840043536785e-5,1.0993662451436791e-5,9.798469526219852e-6,8.686215506769161e-6,7.66471542243959e-6,6.7251180552924374e-6,5.872420752729263e-6,5.097727233076371e-6,Scenario 5
Zhengzhou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.245283174321115e-11,1.4390511111613753e-10,3.413589697876346e-10,6.71281283184839e-10,1.1524783262617147e-9,1.8071927274561603e-9,2.6763432935537224e-9,3.823097964167046e-9,5.33298924911719e-9,7.3196505487532145e-9,9.932751115115808e-9,1.3363234985224082e-8,1.7866924864934366e-8,2.3774604106244946e-8,3.151945706684848e-8,4.168163246214093e-8,5.501401305377846e-8,7.249712060625509e-8,9.545097647512166e-8,1.2564364356582588e-7,1.6538591765580222e-7,2.1789282853195862e-7,2.8763137747720334e-7,3.8079882444723476e-7,5.062950071115154e-7,7.006172130235104e-7,1.0431720536724393e-6,1.5257032536405095e-6,2.148660661750217e-6,3.017944953053008e-6,4.323352183721727e-6,6.24646095855243e-6,9.099553080866178e-6,1.2238848283285035e-5,1.653891352465982e-5,2.13360964110222e-5,2.7474017696739922e-5,3.541905890886915e-5,4.6365525342579653e-5,6.087562989652417e-5,7.941774384018448e-5,1.0264892948659812e-4,1.301320226879087e-4,1.6558308763297826e-4,2.1249374411822585e-4,2.626326551267725e-4,3.0888907846598584e-4,3.2914284663487043e-4,3.393655832824698e-4,3.444836169230758e-4,3.483761098340284e-4,3.514138393429882e-4,3.5394412943996826e-4,3.55653315851163e-4,3.563645310909037e-4,3.555139017702176e-4,3.53199965998393e-4,3.4921588567311254e-4,3.4344943037209973e-4,3.3617207789083775e-4,3.272714140715015e-4,3.1689474869768194e-4,3.052930360233394e-4,2.9253014366489903e-4,2.787430548203207e-4,2.6416413603785476e-4,2.490027384883494e-4,2.3353229827021118e-4,2.1783849659730954e-4,2.020772766182285e-4,1.8647175782773664e-4,1.7115104190462647e-4,1.562752218142342e-4,1.4194700962452423e-4,1.282905959252299e-4,1.1530232546724376e-4,1.0314515575751544e-4,9.186014100019835e-5,8.138888846218342e-5,7.180183140225796e-5,6.306248411899802e-5,5.512581870589481e-5,4.797661592235176e-5,4.1544890080821724e-5,3.581645597096207e-5,3.075627541233001e-5,2.6315633778735704e-5,Scenario 5
Wuhan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.106337912623081e-8,7.207779994332704e-8,1.2819887121094633e-7,2.0446039883475916e-7,3.050540543073404e-7,4.359777052139462e-7,6.062405351512249e-7,8.28258818245419e-7,1.1184610054423306e-6,1.49834086871333e-6,1.995982343557949e-6,2.6481088260544534e-6,3.5027761718451536e-6,4.6228919754423024e-6,6.09080726130432e-6,8.014297299664248e-6,1.0534328545895692e-5,1.3835096051248852e-5,1.8156902539189337e-5,2.3812533191590494e-5,3.120790031154405e-5,4.086807785206824e-5,5.347078654862077e-5,6.989059537936047e-5,9.125577678571261e-5,1.1901710056308877e-4,1.549620054138664e-4,2.0149514415337982e-4,2.6183958151874037e-4,3.4007801579276505e-4,4.412117985692655e-4,5.714914042523921e-4,7.387517186406235e-4,9.527803632020548e-4,0.0012263148859743406,0.0015703916829008804,0.00199842834222798,0.0025206130129206672,0.003146341868431691,0.0038779339483397644,0.0047120716533429865,0.005636308810510955,0.006627863847217118,0.007660435243536745,0.008694685134322066,0.009685994786934694,0.010611538392019006,0.011448980330602083,0.012201473564822799,0.012830331490406703,0.013320113893083522,0.013669633874130132,0.013893432213527908,0.014009122350674684,0.014034022681552523,0.013982956230499517,0.013867388224656656,0.013695494397352277,0.013472720573725642,0.01320253342260922,0.012887185359937985,0.012528397111220625,0.01212791090491743,0.011687897270767557,0.011211216460793247,0.01070154628287436,0.01016339451656205,0.009602017709599177,0.00902326986065436,0.008433404655955835,0.007838853742878548,0.0072460011800075256,0.006660970951399651,0.006089440590019892,0.005536489871910635,0.005006489556255187,0.004503031542167206,0.00402889879721991,0.0035860711034306357,0.0031757610973378748,0.0027984742152539254,0.002454085904757459,0.00214192971002161,0.0018608904502179255,0.0016094975581289598,0.001386014614689621,0.0011885221087239147,Scenario 5
Changsha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.367287771024038e-11,1.4813600144379887e-10,3.519065885288011e-10,6.937499834946154e-10,1.1948259501599698e-9,1.8805546598481344e-9,2.796012951501345e-9,4.00907019841655e-9,5.612800903873472e-9,7.728133279321614e-9,1.0512921657941123e-8,1.4173992568263208e-8,1.8983566824070384e-8,2.5294655878663115e-8,3.3572901735539526e-8,4.443241577547312e-8,5.8674165094359334e-8,7.736164578235485e-8,1.0189917188159613e-7,1.3417496188396172e-7,1.7668354851267458e-7,2.328783627818096e-7,3.0739872385750665e-7,4.070144179696046e-7,5.412127165441671e-7,7.498698664261585e-7,1.136835484019457e-6,1.64116925210145e-6,2.2789953845867693e-6,3.197128505631432e-6,4.573186855310108e-6,6.590475750879036e-6,9.367568034395532e-6,1.2654047836767113e-5,1.706721857837333e-5,2.1848635920216355e-5,2.7956667291222754e-5,3.545242840040531e-5,4.492160190244424e-5,5.693772082345573e-5,7.22578174509462e-5,9.374846798719686e-5,1.1691289899276064e-4,1.4519025217860773e-4,1.8289212496065671e-4,2.2464818486548038e-4,2.640309153193634e-4,2.841015738361572e-4,2.9540120372188803e-4,3.029635652489872e-4,3.095272610070993e-4,3.149303243285332e-4,3.1952001603361037e-4,3.2317653918344176e-4,3.25272274810348e-4,3.2568571002584084e-4,3.2449717843298945e-4,3.21575784824887e-4,3.169480588734344e-4,3.1083912999580544e-4,3.033263522229358e-4,2.944835106009125e-4,2.8447317005000813e-4,2.735310682636019e-4,2.6163711008760765e-4,2.490625758661344e-4,2.3581849902439356e-4,2.221470075977738e-4,2.081896846358561e-4,1.9416281998630355e-4,1.801639306729398e-4,1.662654464681168e-4,1.5271048580248114e-4,1.3958072551987672e-4,1.2687170178780061e-4,1.147727082573871e-4,1.0326668931899804e-4,9.254897170178591e-5,8.251413917274881e-5,7.318860250978331e-5,6.460017816411473e-5,5.675476803781088e-5,4.9632746050313854e-5,4.320722103559969e-5,3.7454458816463003e-5,3.231327253851375e-5,2.7755284405662874e-5,Scenario 5
Nanjing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.645514963562714e-12,3.2812315753876454e-11,7.853505938819278e-11,1.5661028607137342e-10,2.7374966567467417e-10,4.380495134825307e-10,6.625555274691902e-10,9.660774207126936e-10,1.3731360015141564e-9,1.915398806406731e-9,2.6343280179750695e-9,3.5832786708193775e-9,4.832861002071015e-9,6.474091246331301e-9,8.627352505885473e-9,1.1454644655647796e-8,1.5163043129752142e-8,2.0028033041233947e-8,2.641885908438513e-8,3.4830317936977014e-08,4.591655699332257e-8,6.056846970436004e-8,8.005485137795795e-8,1.0614037815906092e-7,1.4141120432129976e-7,2.013826114419e-7,2.991065085241315e-7,4.388179604174294e-7,6.319135223109471e-7,8.974210793921214e-7,1.2834598417384207e-6,1.8413789230416225e-6,2.623703321977298e-6,3.5466221467103486e-6,4.684190339518113e-6,5.9378244849777534e-6,7.502561167360606e-6,9.382704469876191e-6,1.1754011308915169e-5,1.4673175625182855e-5,1.8410118421930057e-5,2.312833603855302e-5,2.8225114760127963e-5,3.4142763438172515e-5,4.142363056846415e-5,4.930025319478058e-5,5.70855547699014e-5,6.290378312478418e-5,6.750126130752434e-5,7.135622341502221e-5,7.489492492402415e-5,7.804849301607127e-5,8.070964739189908e-5,8.282404369410162e-5,8.4353096778108e-5,8.526560759174609e-5,8.556132158529518e-5,8.528583418528025e-5,8.453638431719258e-5,8.334539372005785e-5,8.177390691508753e-5,7.98673223239709e-5,7.766821432792283e-5,7.521576328364726e-5,7.254205927941892e-5,6.963796405393721e-5,6.656426513812782e-5,6.335259969028362e-5,6.002654009822528e-5,5.6595309317552606e-5,5.309482398404202e-5,4.956124552081344e-5,4.604042013440539e-5,4.253969623030064e-5,3.910862182760169e-5,3.5740073530594394e-5,3.2502035671265544e-5,2.9415821618078618e-5,2.6476577199551754e-5,2.370330390811849e-5,2.1109407696219772e-5,1.8704494132019186e-5,1.6504620859750726e-5,1.4473867723165666e-5,1.2642430064385819e-5,1.0989076782280596e-5,9.501310118859821e-6,Scenario 5
Nanchang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.487587485696133e-11,1.185858011292597e-10,2.834741569735726e-10,5.642867329541119e-10,9.83952982139965e-10,1.5701411213331911e-9,2.3691089284432716e-9,3.4458036594762425e-9,4.885828784107233e-9,6.800319391956262e-9,9.33734731763821e-9,1.2682930826442608e-8,1.708543860827146e-8,2.286858683346915e-8,3.045877411263954e-8,4.04159088142823e-8,5.3474914091811125e-8,7.061016081362187e-8,9.310547532738313e-8,1.2266236136450883e-7,1.6157161588874537e-7,2.12910135403645e-7,2.808383788662039e-7,3.713124902237617e-7,4.92586444393637e-7,6.831053861508914e-7,9.908374687843784e-7,1.434710846850186e-6,2.0043331292673154e-6,2.8099430348125926e-6,3.969348454332995e-6,5.6523878111430395e-6,8.161064044437263e-6,1.0983576043732825e-5,1.4919227166223802e-5,1.9200550140078748e-5,2.483398549982578e-5,3.1736503585270613e-05,4.090678132556097e-5,5.2835534540122355e-5,6.814716004639509e-5,8.801588182621862e-5,1.1103667716998209e-4,1.3856005430819463e-4,1.7421003208751662e-4,2.14628566262375e-4,2.5471706065669696e-4,2.801802270257489e-4,3.0023203438139985e-4,3.178027830922947e-4,3.339853620100106e-4,3.485419484235776e-4,3.6122866777909456e-4,3.715982227894422e-4,3.792205434449903e-4,3.838590668735803e-4,3.857836849959557e-4,3.851891182179512e-4,3.823385189929693e-4,3.774370189073981e-4,3.7075059756080974e-4,3.625682081119254e-4,3.5295990898977144e-4,3.4213672722743847e-4,3.30197799440389e-4,3.172866802754177e-4,3.0352900878828697e-4,2.8896473901859925e-4,2.7387078822423534e-4,2.582733304628418e-4,2.4244938645169857e-4,2.2645375597452522e-4,2.1039905693698781e-4,1.9453697988690145e-4,1.7888164412298784e-4,1.6366758704583403e-4,1.4897765140365978e-4,1.348760063671252e-4,1.2145179721991358e-4,1.087954743181794e-4,9.693377563142308e-5,8.59063109020532e-5,7.576812207340349e-5,6.646656503109389e-5,5.803400343004009e-5,5.040603037209956e-5,4.3618494670560205e-5,Scenario 5
Xi'an,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.506966548031426e-12,1.5298516337027258e-11,3.6411129853743e-11,7.198132116082489e-11,1.2443040581497114e-10,1.9665567276712927e-10,2.93719480432625e-10,4.228531751296417e-10,5.942195179423871e-10,8.211775556716108e-10,1.1202451839421178e-9,1.5142087406492578e-9,2.031341590653352e-9,2.7107931258961287e-9,3.6015791921591116e-9,4.770763957029509e-9,6.303766939836665e-9,8.315759084141704e-9,1.0959211343879296e-8,1.443741230218006e-8,1.9021815728181966e-8,2.5087823346119168e-8,3.315298235636821e-8,4.395983906445683e-8,5.8587767268649956e-8,8.449742127891441e-8,1.2290240681220982e-7,1.7965313356379046e-7,2.595946280636516e-7,3.7408943075685187e-7,5.39286805909344e-7,7.771634980635999e-7,1.1034378026662958e-6,1.4606952838374867e-6,1.9379802662709287e-6,2.4808268261754253e-6,3.1596330090389207e-6,3.973264939009554e-6,4.9822535135958885e-6,6.296430926508388e-6,7.868663590996136e-6,9.953638628137809e-6,1.2623141759998286e-5,1.5653966648613348e-5,1.9576072659789203e-5,2.34639909093073e-5,2.720364729428701e-5,2.962055688371583e-5,3.113750142058617e-5,3.224604883713437e-5,3.322740873320602e-5,3.408608110894072e-5,3.4827168627859896e-5,3.5380073595166796e-5,3.57675636924343e-5,3.594803034522787e-5,3.5911660710377416e-5,3.5654198184991965e-5,3.522108958305721e-5,3.460046599402745e-5,3.3825894196915734e-5,3.291754733282848e-5,3.187897699509871e-5,3.072731221535787e-5,2.9473952944697426e-5,2.814520343985154e-5,2.6751084656863227e-5,2.530116150289849e-5,2.3807336686880657e-5,2.2299769410383863e-5,2.077930699849366e-5,1.9271566882534467e-5,1.7779705328264456e-5,1.6320079044153716e-5,1.4910026133310505e-5,1.3550080819999997e-5,1.2247841510112947e-5,1.1019092504031859e-5,9.859768734036181e-6,8.778853533048526e-6,7.779240671994047e-6,6.862473798149813e-6,6.024773293246327e-6,5.2593328747061225e-6,4.572074843788579e-6,3.956079297738623e-6,3.405832745817929e-6,Scenario 5
Shanghai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.038899105336036e-12,6.9456140111762956e-12,1.6686643870211375e-11,3.3462600662043e-11,5.890507523989168e-11,9.504324597576467e-11,1.4495293588568345e-10,2.12914046847252e-10,3.046200631864078e-10,4.27121808964712e-10,5.900983377517722e-10,8.053893830043998e-10,1.0891085579680465e-9,1.4618509725032366e-9,1.95183083590462e-9,2.594538975912635e-9,3.4375933383607947e-9,4.543671200856339e-9,5.996441527071838e-9,7.904705513042783e-9,1.0417414766769953e-8,1.3731640802999314e-8,1.812584002254251e-8,2.3987100645979632e-8,3.184900002294711e-8,4.425358776481557e-8,6.478368611649319e-8,9.366636784193368e-8,1.3783109476866348e-7,1.9279918936056335e-7,2.716845632720345e-7,3.8386327783995347e-7,5.300878995146516e-7,7.052853264628602e-7,9.242296871630012e-7,1.1592956106174252e-6,1.4855860265363344e-6,1.8646725598330222e-6,2.3190874231231935e-6,2.8779502585092307e-6,3.523041771966486e-6,4.243644996677866e-6,5.033318384683653e-6,5.8936337130617356e-6,6.8164136286921525e-6,7.783546867936296e-6,8.81783005753915e-6,9.705671797485052e-6,1.0402051642492394e-5,1.0997932761302555e-5,1.153748685971993e-5,1.200092773163361e-5,1.2383250222437634e-5,1.267920197290942e-5,1.2875644132168324e-5,1.2977351118839603e-5,1.299133423818858e-5,1.2922525491104082e-5,1.2784189924772085e-5,1.258194394316002e-5,1.2322014848123875e-5,1.2021422026259766e-5,1.1674335337313577e-5,1.1288661738466716e-5,1.086968429488732e-5,1.0425584727541235e-5,9.955755736565566e-6,9.464407793093524e-6,8.954497599281792e-6,8.432317595399998e-6,7.905385445194006e-6,7.373844072119431e-6,6.842920586478584e-6,6.316966138126978e-6,5.801108593043186e-6,5.299585497996072e-6,4.81501500234432e-6,4.351903042416788e-6,3.914125414813338e-6,3.5032607757634855e-6,3.117241508561136e-6,2.7623838723893403e-6,2.4340469187535904e-6,2.1332967872245343e-6,1.8620067142628118e-6,1.6170357862454076e-6,1.3966225178842039e-6,Scenario 5
